brand_name,product_name,price_usd,product_description,ingredients,approval_rating,review_count
iUNIK,iUNIK - Centella Calming Gel Cream 60ml,US$ 12.00,"Infused with 72% centella leaf water and 10% tea tree leaf water, this lightweight gel cream soothes and clarifies skin, leaving it refreshed and resilient. Other key ingredients in the calming gel include bergamot fruit oil, broccoli extract, licorice root extract and wheat germ extract, which provide antioxidant and nourishing care as well as brightening effects to treat skin concerns such as blemishes and wrinkles. After toner step in your skin care routine, apply a moderate amount and tap skin to aid absorption. Oil-free and lightweight formula is suitable for various skin types including oily skin and sensitive skin.","Centella Asiatica Leaf Water, Butylene Glycol, Melaleuca Alternifolia (Tea Tree) Leaf Water, Water, 1,2-Hexanediol, Niacinamide, Methyl Trimethicone, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Arginine, Caprylyl Glycol, Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Centella Asiatica Extract, Allantoin, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Ethylhexylglycerin, Adenosine, Dipotassium Glycyrrhizate, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Pentylene Glycol, Sodium Hyaluronate, Medicago Sativa (Alfalfa) Extract, Brassica oleracea Italica (Broccoli) Extract, Triticum Vulgare (Wheat) Sprout Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Brassica Campestris (Rapeseed) Extract, Raphanus Sativus (Radish) Seed Extract, Aspalathus Linearis Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Commiphora Myrrha Resin Extract, Perilla Frutescens Leaf Extract",96.50%,"9,440"
haruharu wonder,haruharu wonder - Black Rice Bakuchiol Eye Cream,US$ 15.40,"Improve the appearance of wrinkles and fine lines around the eyes using this eye cream formulated with 5,000ppm of bakuchiol and 2,000ppm of moisturizing Korean black rice extract. It also contains bamboo shoot extract to provide antioxidant care. Made with Ultra-Deep Technology™, this formula effectively delivers active ingredients to skin.","Water, Glycerin, Helianthus Annuus (Sunflower) Seed Oil, Caprylic/Capric Triglyceride, Niacinamide, 1,2-Hexanediol, Cetyl Alcohol, Cetearyl Alcohol C14-22 Alcohols, Bakuchiol, Stearyl Alcohol, Carbomer, Cetearyl Glucoside, Tromethamine, Butylene Glycol, Oryza Sativa (Rice) Extract, Cetyl Palmitate, C12-20 Alkyl Glucoside, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sorbitan Palmitate, Sorbitan Olivate, Polyisobutene, Myristyl alcohol, Phyllostachys Pubescens Shoot Bark Extract, Zanthoxylum, Piperitum Fruit Extract, Usnea Barbata (Lichen) Extract, Pulsatilla Koreana Extract, Aspergillus ferment, Ethylhexylglycerin, Panax Ginseng Root Extract, Cydodextrin, Adenosine, Lauryl Alcohol, Sodium Hyaluronate, Disodium EDTA, Capryly/Capryl Glucoside, Sorbitan Oleate, Glucose, Wheat, Amino Acids, Natto Gum, Pentylene Glycol, Madecassoside",96.90%,"2,337"
medicube,medicube - Triple Collagen Serum 4.0,US$ 17.50,This serum is enriched with Triple Collagen Complex to improve skin suppleness while giving skin a glowy finish. It’s suitable for all skin type including sensitive skin.,"Water, Glycerin, Butylene Glycol, Cetyl Ethylhexanoate, 1,2-Hexanediol, Alcohol Denat, Niacinamide, Glycereth-26, Adenosine, Hydrolyzed Collagen, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Soluble Collagen, Collagen Extract, Atelocollagen, Propanediol, Cyclopentasiloxane, Trehalose, Carbomer, Cetearyl Olivate, Tromethamine, Cyclohexasiloxane, Sorbitan Olivate, Ethylhexylglycerin, Disodium EDTA, Dimethicone, Fragrance",96%,253
haruharu wonder,haruharu wonder - Black Rice Probiotics Barrier Essence,US$ 19.60,"This essence is anchored in the brand’s 5 Ceramide Complex and 5 Fatty Acids Complex to boost barrier strength, as well as well phytosterol and cholesterol to firm and hydrate skin. The lightweight formula also includes galactomyces ferment filtrate to boost skin elasticity, as well as antioxidant-rich black rice lees extract to soothe and strengthen skin. Formulated free of potentially irritating ingredients such as GMOs, silicone and alcohol, the essence is dermatologically tested to be suitable for all skin types.","Water, Butylene Glycol, Helianthus Annuus (Sunflower) Seed Oil, Caprylic/Capric Triglyceride, Hydrogenated Polyisobutene, Limnanthes Alba (Meadowfoam) Seed Oil, Butylene Glycol Dicaprylate/Dicaprate, 1,2-Hexanediol, Potassium Cetyl Phosphate, Cetearyl Alcohol, Hydroxyacetophenone, Glycerin, Glyceryl Stearate, Oryza Sativa (Rice) Extract(2,000ppm), Phyllostachys Pubescens Shoot Bark Extract(2,000ppm), Hydrogenated Lecithin, Polyglyceryl-10 Laurate, Polyglyceryl-3 Methylglucose Distearate, Xanthan Gum, Galactomyces Ferment Filtrate (1,000ppm), Panthenol, Bifida Ferment Filtrate(1,000ppm), Aspergillus Ferment, Ethylhexylglycerin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ceramide NP, Disodium EDTA, Pentylene Glycol, Tromethamine, Butyrospermum Parkii (Shea) Butter, Phytosterols, Oryza Sativa (Rice) Lees Extract(100ppm), Panax Ginseng Root Extract, Stearic Acid, Palmitic Acid, Caprylyl Glycol, Squalane, Hydrolyzed Wheat Protein, Cyclodextrin, Arachidic Acid, Myristic Acid, Oleic Acid, Ceramide NS, Phytosphingosine, Cholesterol, Ceramide AS, Ceramide AP, Ceramide EOP",96.90%,294
Beauty of Joseon,Beauty of Joseon - Light On Serum Centella + Vita C,US$ 15.30,"Restore skin’s luminosity with this brightening serum infused with 10% 3-O-ethyl ascorbic acid (a Vitamin C derivative) to combat hyperpigmentation and uneven skin tone without irritating skin. Enriched with 68% centella asiatica extract, the lightweight and fast-absorbing formula fights against external aggressors while soothing and hydrating skin.","Centella Asiatica Extract, 3-O-Ethyl Ascorbic Acid, Glycerin, Propanediol, Betaine, Dicaprylyl Carbonate, Methyl Trimethicone, Cetyl Ethylhexanoate, Panthenol, Laminaria Japonica Extract, Eclipta Prostrata Leaf Extract, Phellodendron Amurense Bark Extract, Citrus Unshiu Peel Extract, Brassica Oleracea Acephala Leaf Extract, Hydrolyzed Gardenia Florida Extract, Hydrogenated Lecithin, Cetearyl Alcohol, Water, Dimethicone/Vinyl Dimethicone Crosspolymer, Silica, Bisabolol, Potassium Cetyl Phosphate, Hydrolyzed Jojoba Esters, Cetearyl Olivate, Sorbitan Olivate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, Xanthan Gum, Polyglyceryl-10 Myristate, Adenosine, Fructooligosaccharides, Beta-Glucan, Butylene Glycol, Sorbitan Isostearate, Hydrolyzed Hyaluronic Acid, Maltodextrin, Arginine, Carbomer, Ascorbic Acid Polypeptide, 1,2-Hexanediol, Hydroxyacetophenone, Ethylhexylglycerin",97%,769
LANEIGE,LANEIGE - Water Sleeping Mask Mini,US$ 4.37,"One of LANEIGE's bestselling overnight masks, the Water Sleeping Mask is designed for use while you sleep to deeply hydrate face overnight. The upgraded Water Sleeping Mask EX formula includes key ingredients like butylene glycol, lactobacillus ferment lysate and the brand's exclusive Sleeping Microbiome™ to restore skin's moisture levels and brighten skin. The gel mask quickly absorbs into skin, and it can be used on any skin type including dry skin.","Butylene Glycol, Glycerin, Trehalose, Beta-Glucan, Propanediol, Ethylhexylglycerin, Stearyl Behenate, Polyglyceryl-3 Methylglucose Distearate, Hydroxypropyl Bispalmitamide MEA, Inulin Lauryl Carbamate, 1,2-Hexanediol, Carbomer, Tromethamine, Disodium EDTA, Water, Chenopodium Quinoa Seed Extract, Fragrance / Parfum, Alcohol, Magnesium Sulfate, Tranexamic Acid, Caprylyl Glycol, Ascorbyl Glucoside, Oenothera Biennis (Evening Primrose) Root Extract, Cyclopentasiloxane, Fragrance, Dimethiconol, Squalane, Water / Aqua / Eau, Prunus Armeniaca (Apricot) Fruit Extract, Glyceryl Caprylate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Phenyl Trimethicone, Linalool, Cyclohexasiloxane, PCA Dimethicone, Limonene, Sodium Hyaluronate, Methyl Trimethicone, Malachite Extract, Dimethicone/Vinyl Dimethicone Crosspolymer, Potassium Alginate, Brilliant Blue FCF (CI 42090), Raffinose, Polysorbate 20, Phenoxyethanol, Caprylyl Methicone, Zinc Sulfate, Dimethicone, Calcium Chloride, Tryptophan, Lactobacillus Ferment Lysate, Acorus Gramineus Extract, Manganese Sulfate, Tocopherol, Ammonium Acryloyldimethyltaurate/VP Copolymer",96.60%,"5,149"
SKIN 1004,SKIN 1004 - Madagascar Centella Hyalu-Cica Moisture Cream,US$ 13.00,"Packed with 50% centella asiatica extract, this cream from SKIN 1004 soothes skin, fortifies the skin barrier and provides long-lasting hydration. It also contains plant-based collagen to improve skin elasticity and minimize the appearance of fine lines.","Centella Asiatica (Gotu Kola) Extract(50%), Water, Glycerin 1,2-Hexanediol, Pentaerythrityl Tetraisostearate, Caprylic/Capric Triglyceride, Niacinamide, Cetearyl Alcohol, Glyceryl Stearate, Polyglyceryl-2 Triisostearate, Butylene Glycol, Stearyl Alcohol, Propanediol, Carbomer, Polyglyceryl-3 Methylglucose Distearate, Sorbitol, Tromethamine, Polyglyceryl-3 Distearate, Sedum Sarmentosum Extract, Ethylhexylglycerin, Citric Acid, Glyceryl Stearate Citrate, Adenosine, Musa Sapientum (Banana) Flower Extract, Rosa Damascena Flower Water, Disodium EDTA Melia Azadirachta Leaf Extract, Pyrus Communis (Pear) Fruit Extract, Melia Azadirachta Flower Extract, Prunus Domestica Fruit Extract, Biosaccharide Gum-1, Cucumis Melo (melon) Fruit Extract, Coccinia Indica Fruit Extract, Sodium Hyaluronate(60PPM), Hyaluronic Acid(SOPPM), Hydrolyzed Hyaluronic Acid, Hedera Helix (Ivy) Leaf/Stem Extract, Hydrolyzed Collagen, Solanum Melongena Fruit Extract, Adansonia Digitata Seed Extract, Equisetum Arvense Extract, Olea Europaea (Olive) Leaf Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Fructan, Ocimum Sanctum Leaf Extract, Sophora Japonica Flower Extract, Curcuma Longa (Turmeric) Root Extract, Corallina Officinalis Extract",98.10%,542
MACQUEEN,MACQUEEN - Collagen Vita Wrinkle Multi Balm,US$ 8.10,"Infused with fish collagen from France, peptide complex and Vitamin C, this skin-nourishing balm stick boasts potent anti-aging benefits for sagging skin. Rich in minerals from kelp, seaweed and shiitake mushroom extracts, the balm is also formulated with plant-based oils to promote absorption and lock moisture for achieving supple, radiant skin. Apply gently as the last step of skin care or after makeup around areas prone to fine lines and wrinkles.","Helianthus annuus (Sunflower) Seed Oil, Octyldodecanol, Candelilla Wax, Polyglyceryl-2 Triisostearate, Microcrystalline Wax, Shea Butter, Dipropylene Glycol, Glycerine, (-)-alpha-bisabolol, Water, Tocopherol(2,000ppm), Melaleuca Alternifolia Leaf Oil, Hydrogenated Lecithin, Polyglyceryl-10 Oleate, Caprylyl Glycol, Adenosine, Rosa Canina Fruit Oil, Hippophae Rhamnoides Fruit Oil, Camellia Sinensis Seed Oil, Persea Gratissima (Avocado) Oil, Sodium Hyaluronic, Ascorbic Acid(650ppb),Cetyl Ethylhexanoate, Laminaria Japonica Extract, Undaria Pinnatifida Extract, Hizikia Fusiforme Extract, Sargassum Fulvellum Extract, Green Confertii Extract, Propanediol, Butylene Glycol, 1,2-Hexanediol, Hydrolyzed Elastin, Sorbitan Olivate, Ethylhexylglycerin, Hydrolyzed Collagen (1ppb), Copper Tripeptide-1, Oligopeptide-32, Oligopeptide-29. Acetyl Hexapeptide-8",,"1,824"
Rohto Mentholatum,Rohto Mentholatum - Melano CC Vitamin C Premium Essence,US$ 12.16,Medicated brightening essence penetrates deep into skin to suppress production of melanin and prevent freckles.,"Active ingredients: Ascorbic acid (active vitamin C), pyridoxine hydrochloride (vitamin B6), allantin, isopropylmethylphenol ● Other ingredients: 3-O-ethylascorbic acid, L-ascorbic acid 2-glucoside (ascorbic acid), Vitamin C tetraisopalmitate, vitamin E, alpinia cutlet seed extract, lemon extract, grapefruit extract, serine, BG, 1,3-propanediol, 3-methyl-1,3-butanediol, PG, PEG-8, Absolute ethanol, POE / POP decyltetradecyl ether, Na pyrosulfate, edetate, fragrance",96.80%,"1,030"
celimax,celimax - The Real Noni Starter Kit,US$ 14.13,"Try a skin care routine with calming and radiance-boosting effects of noni extract using celimax’s Noni Starter Kit. Start off by applying The Real Noni Moisture Balancing Toner on cleansed skin. It contains 80% noni extract and 17 kinds of amino acid to enhance skin barrier and HYDROVANCE™ (containing hydroxyethyl urea) to replenish moisture. Follow up with The Real Noni Energy Ampule containing 71.77% noni extract and rosemary oil to achieve hydrated skin with a radiant glow. Finish your routine with The Real Noni Energy Repair Cream containing 57% noni extract, 1% noni seed oil and ceramide to repair a damaged skin barrier, soothe irritation and lock in moisture. All products are mini-sized.","[The Real Noni Energy Repair Cream Mini] Morinda Citrifolia Fruit Extract (57%), Water, Glycerin, Methylpropanediol, Hydrogenated Poly(C6-14 Olefin), Methyl Trimethicone, Neopentyl Glycol Diheptanoate, 1,2-Hexanediol, Niacinamide, Butyrospermum Parkii (Shea) Butter, Trehalose, Caprylic/Capric Triglyceride, Polyglyceryl-3 Methylglucose Distearate, Dimethicone/Vinyl Dimethicone Crosspolymer, Cetyl Alcohol, Glyceryl Stearate Se, Morinda Citrifolia Seed Oil, Butylene Glycol, Dipropylene Glycol, Eclipta Prostrata Leaf Extract, Laminaria Japonica Extract, Behenyl Alcohol, Hydrogenated Lecithin, Cetearyl Alcohol, Ethylhexylglycerin, Polyglyceryl-10 Myristate, Rosmarinus Officinalis (Rosemary) Leaf Oil, Melia Azadirachta Leaf Extract, Propanediol, Adenosine, Fructooligosaccharides, Sodium Stearoyl Glutamate, Malt Extract, Beta-Glucan, Cholesterol, Melia Azadirachta Flower Extract, Carbomer, Sodium Hyaluronate, Tromethamine, Acmella Oleracea Extract, Hydrolyzed Hyaluronic Acid, Ceramide Np, Palmitic Acid, Ficus Carica (Fig) Fruit Extract, Centella Asiatica Extract, Stearic Acid, Arginine, Tocopherol, Myristic Acid, Phenoxyethanol, Aloe Barbadensis Leaf Extract, Althaea Rosea Flower Extract [The Real Noni Energy Ampule Mini] Water, Butylene Glycol, Propanediol, Glycerin, 1,2-Hexanediol, Morinda Citrifolia Fruit Extract(0.7%), Sodium Polyacryloyldimethyl Taurate, Diethoxyethyl Succinate, Allantoin, Octyldodeceth-16, Dipropylene Glycol, Melia Azadirachta Leaf Extract, Sodium Hyaluronate, Ethylhexylglycerin, Adenosine, Disodium EDTA, Panthenol, Glyceryl Polymethacrylate, Melia Azadirachta Flower Extract, Morinda Citrifolia Seed Oil(200ppm), Hydrogenated Lecithin, Theobroma Cacao (Cocoa) Seed Extract, Rosmarinus Officinalis (Rosemary) Leaf Oil, Dextrin, Cetearyl Olivate, Sorbitan Olivate, Sucrose Palmitate, Citrus Reticulata (Tangerine) Peel Extract, Olea Europaea (Olive) Fruit Oil, Macadamia Integrifolia Seed Oil, Vitis Vinifera (Grape) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Soluble Collagen, Tocopherol [The Real Noni Moisture Balancing Toner Mini] Morinda Citrifolia Fruit Extract (80.1%), Butylene Glycol, Water, 1,2-Hexanediol, Hydroxyethyl Urea, Glycine, Serine, Glutamic Acid, Aspartic Acid, Leucine, Alanine, Lysine, Arginine, Tyrosine, Phenylalanine, Proline, Threonine, Valine, Isoleucine, Histidine, Cysteine, Methionine, Morinda Citrifolia Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Theobroma Cacao (Cocoa) Extract, Betaine, Allantoin, Dextrin, Caprylic/Capric Triglyceride, C12-13 Pareth-9, Disodium EDTA, Chlorphenesin",97.50%,217
Beauty of Joseon,Beauty of Joseon - Radiance Cleansing Balm NEW,US$ 17.10,This renewed version of Radiance Cleansing Balm presents an upgraded formula that thoroughly removes all traces of makeup and impurities. Its rice bran water and grain extract replenish skin with moisture to prevent dryness.,"Cetyl Ethylhexanoate, Caprylic/Capric Triglyceride, PEG-20 Glyceryl Triisostearate, Synthetic Wax, PEG-10 Isostearate, Lactobacillus/Soybean Ferment Extract, Hippophae Rhamnoides Oil, Oryza Sativa (Rice) Bran Oil, Oryza Sativa (Rice) Seed Water, Avena Sativa (Oat) Meal Extract, Coix Lacryma-Jobi Ma-yuen Seed Extract, Oryza Sativa (Rice) Extract, Water, Sorbitan Sesquioleate, Glycerin, Propanediol, Butylene Glycol, 1,2-Hexanediol, Caprylyl Glycol, Ethylhexylglycerin",97%,"2,801"
COSRX,COSRX - The Vitamin C 23 Serum,US$ 17.50,"Revitalize skin with this skin-brightening serum packed with 23% pure Vitamin C. Formula is infused with an antioxidant-rich Vitamin E derivative to amplify the effects of Vitamin C, and sodium hyaluronate to maintain skin’s moisture levels. It also contains allantoin to soothe skin irritation.","Water, Ascorbic Acid, Propanediol, Dimethicone, Tromethamine, Panthenol, 3-O-Ethyl Ascorbic Acid, Squalane, Caffeine, Sodium Chloride, Sodium Hyaluronate, Disodium EDTA, Sodium Sulfite, Glutathione, Adenosine, Gardenia Florida Fruit Extract, Dextrin, Acetyl Glucosamine, Allantoin, Tocotrienols, Tocopherol, Elaeis Guineensis (Palm) Oil, Niacinamide, Butylene Glycol, Arginine, Alcohol Denat., Pentylene Gylcol, Glycyrrhiza Glabra (Licorice) Root Extract, Tocopherol, Carthamus Tinctorius (Safflower) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Camellia Japonica Seed Oil, Methyl Trimethicone, Helianthus Annuus (Sunflower) Seed Oil, Daucus Carota Sativa (Carrot) Root Extract, Beta-Carotene, Tocopherol",96.50%,"2,249"
medicube,medicube - One Day Exosome Shot Pore Ampoule 7500,US$ 20.70,"This serum is infused with 7,500ppm of exosomes plus panthenol and adenosine to sweep away impurities from pores, boost skin elasticity and raise skin’s hydration levels. The lightweight yet potent formula absorbs swiftly beneath skin’s dermal layer to produce firming results in as little as three days.","Water, Dipropylene Glycol, Glycerin, 1,2-Hexanediol, Lactobacillus Extracellular Vesicles, Butylene Glycol, Niacinamide, Oenothera Biennis (Evening Primrose) Flower Extract, Pueraria Lobata Root Extract, Pinus Palustris Leaf Extract, Ulmus Davidiana Root Extract, Ethylhexyl Palmitate, Hydrolyzed Sponge, Calcium Silicate, Sodium Silicate, Sodium Polyacrylate, Hydrogenated Polydecene, Caprylyl/Capryl Glucoside, C12-14 Alketh-12, Campsis Grandiflora Flower Extract, Ethylhexylglycerin, Adenosine, Disodium EDTA, Panthenol, Betaine Salicylate, Citric Acid, Gluconolactone",96%,265
Cos De BAHA,Cos De BAHA - AZ Azelaic Acid 10 Serum,US$ 10.50,"Fade acne scars, get rid of blackheads and improve rosacea with this potent yet lightweight serum infused with 10% azaelaic acid. Organically-derived skin-soothers such as aloe vera leaf extract, witch hazel extract and rosemary extract add extra calming effects. Use sparingly to give skin a thorough reset.","*Aloe Barbadensis Leaf Extract, Propylene Glycol, Azelaic Acid (10%), Polysorbate 20, 1,2-Hexanediol, Propanediol, Panthenol, Niacinamide, Sodium Hyaluronate, *Camellia Sinensis Leaf Extract, *Momordica Charantia Fruit Extract, *Sambucus Nigra Flower Extract, *Leontopodium Alpinum Extract",96.40%,"1,170"
TIRTIR,TIRTIR - Milk Skin Toner Mini ,US$ 3.01,Highly-concentrated toner is infused with brightening ingredients such as rice bran extracts as well as cica and witch hazel to soothe and hydrate skin. Dermatologically tested and suitable for all skin types.,"Water, Glycerin, Butylene Glycol, Niacinamide, Anthemis Nobilis Flower Extract, 1,2-Hexanediol, Caprylyl Glycol, Oryza Sativa (Rice) Bran Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Camellia Sinensis Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Centella Asiatica Extract, Chamomilla Recutita (Matricaria) Flower Extract, Hamamelis Virginiana (Witch Hazel) Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Betaine, Panthenol, Allantoin, Sodium PCA, Adenosine, Disodium EDTA, Sodium Hyaluronate, Carbomer, Arginine, Illicium Verum (Anise) Fruit Extract, Alchemilla Vulgaris Extract, Amaranthus Caudatus Extract, Olea Europaea (Olive) Leaf Extract, Veronica Officinalis Extract, Mentha Piperita (Peppermint) Leaf Extract, Ulmus Davidiana Root Extract, Cynara Scolymus (Artichoke) Leaf Extract, Avena Sativa (Oat) Kernel Extract, Sambucus Nigra Flower Extract, Beta-Glucan, Ceramide NP, Chamaecyparis Obtusa Leaf Extract, Laminaria Japonica Extract, Copper Tripeptide-1, Acetyl Hexapeptide-8",96.20%,206
